sr_no,song_name,album_name,artist_name,isrc,upc,language,label,Main_Label,Sub_Label,Label_Identification,ad_supported_streams,subscription_streams,jio_trial_streams,total,income,admin_Exp,royality,id,original_l1_name,original_l2_name,company
"14969","Nath He Prem Pothe Sob Badha","Nirjane Swajane","Joba Bannerjee  Rabindranath Tagore","INT441658408","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"15210","Ami Dharmo Mach Dhorbo Bole","Arjuner Gaan","Jadu Bindu","INT441615303","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","0","0","0","0","0.00000000","0.00000000","0.00000000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"15235","Bouer Katha Modhur Lage","Bhebe Chhilam Aapan Jare","Sujon Biswas","INT441617720","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","16","0","0","16","1.20000000","0.18000000","1.02000000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"15625","O Krishna Premi Radha","Khelbe Holi Shyamrai","Dilip Samanta  Manasi Samanta","INT441607008","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","3","0","0","3","0.22500000","0.03375000","0.19125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"15832","O Re Mone Ki Harali","27B Beadon Street","Pinak Bhattacharya","INT441610603","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","38","1","0","39","2.92500000","0.43875000","2.48625000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"15855","Tumi Ram Narayan","Vokti Vore Dakle Pore","Bipasha Bera","INT441631608","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","15","0","0","15","1.12500000","0.16875000","0.95625000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"15930","Diye Genu Bosonter","Arghya","Paramita Danda","INT441663804","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","388","14","0","402","30.15000000","4.52250000","25.62750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"15946","Prokharo Tapan Tape","Ritu Bahar","Mousumi Debnath Biswas","INT442100048","1.94157E+12","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2","0","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"15992","Je Jon Bole Anath Ami","Trimatrika Darshan","Atanu Majumder","INT441673204","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"16515","Amar Praner Majhe Sudha Ache","Likhechhe Se","Puspita Guha  Rabindranath Tagore","INT441663102","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"16567","Amar Moner Koner","Geetimala","Supriyo Maitra","INT441607804","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","14","0","0","14","1.05000000","0.15750000","0.89250000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"16584","Jibhon Amaye Sajiye Dilo","Anchol Vora Khushi","Somashree","INT441614505","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","6","0","0","6","0.45000000","0.06750000","0.38250000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"16715","Madhu Kaitabha","Mahisaurmardini","Pranab Majumdar","INT441664505","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2","0","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"16892","21se February","Ekusher Chatonai Sahobag","Arun Mitra","INT441625803","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"17067","Kano Udashi Batase","Premleela","Kishore Chatterjee","INT441642702","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","208","6","0","214","16.05000000","2.40750000","13.64250000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"17141","Pagol Mon","Ke Bole Manush More","Basanti Das Baul  Gokul Das Baul","INT441606808","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","27","1","0","28","2.10000000","0.31500000","1.78500000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"17373","Aami Daan Dike Roina","Surojit O Bondhura","Surojit","INT441650301","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","69","13","0","82","6.15000000","0.92250000","5.22750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"17645","Bhebe Chhilam Aapan Jare","Bhebe Chhilam Aapan Jare","Parikshit Bala","INT441617716","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","104","5","0","109","8.17500000","1.22625000","6.94875000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"17707","Ekhono Gelo Na Andhar","Ananta Akashe","Sohini Mukhopadhyay","INT441608706","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"17712","Chokher E Vasate","Premleela","Kishore Chatterjee","INT441642701","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","206","8","0","214","16.05000000","2.40750000","13.64250000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"17790","Ebar Amay Dakle Dure","Tumi Robe Nirobe 1","Debabrata Biswas","INT441653609","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2","0","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"17878","Jete Jete Ekla Pothey","Praaner Robi","Jayita Banerjee","INT441667504","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","4","0","0","4","0.30000000","0.04500000","0.25500000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"18078","Ilshe Guri Ilshe Guri","Aamar Pussir Biye","Tamali","INT441611405","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"18210","Emon Bhaber Nodite","Piriti Banaiche Bairagini","Mithu Das Baul  Sukumar Das Baul","INT441600304","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","25","0","0","25","1.87500000","0.28125000","1.59375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"18233","Naamte Naamte By Anupam","Namte Namte","Sidhu","INT441638507","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","16","2","0","18","1.35000000","0.20250000","1.14750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"18630","Eso Hey Boishakh","Eso Hey Boishakh","Nandita","INT442300287","1.97189E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","120","3","0","123","9.22500000","1.38375000","7.84125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"18745","Kalighate Ache Kali","Trimatrika Darshan","Atanu Majumder","INT441673205","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","16","1","0","17","1.27500000","0.19125000","1.08375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"18825","Majhe Majhe Tobo Dhekha Pai","Majhe Majhe Tobo Dhekha Pai","Sebanti Das","INT442200273","1.96925E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"19129","Bhagobat Pore Bhagoban Ke Paichoni","Bijoyer Gaan","Sanatan Das","INT441618303","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","1","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"19343","Bhaleti Manuha","Priyanka","Priyanka Bharali","INT441642801","8.90387E+12","Assamese","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","55","0","0","55","4.12500000","0.61875000","3.50625000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"19364","Din Bhar","Gori Resh Barab","Master","INT441627603","8.90387E+12","Bhojpuri","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","3","0","0","3","0.22500000","0.03375000","0.19125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"19590","Dayal Ki Roop Deikha","Anadi Ashim","Mithu Dasi","INT441604704","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","11","0","0","11","0.82500000","0.12375000","0.70125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"19653","Kato Path Par Hoye","Harano Sur","Indrani Sen","INT441628606","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","1","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"19953","Mon Aamaar","Achena Bondhutto","Sidhu-Saqi-Neel","INT441612508","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2","0","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"20028","Jo Tum Todo Piya","Bhajananjali","Anirban Banerjee","INT441615705","8.90387E+12","Hindi","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","4","0","0","4","0.30000000","0.04500000","0.25500000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"20031","Chander Hasir","Chander Hanshi","Shreya Guhathakurta","INT441602204","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","4","1","0","5","0.37500000","0.05625000","0.31875000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"20135","Milan Hobe Kato Dine","Baulanir Gaan","Subhadra Sharma","INT441616805","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","5","0","0","5","0.37500000","0.05625000","0.31875000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"20351","Ekta Photo Rakhte Hobe","Ghas Foring Er Dana","Sayanti","INT441665903","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","0","0","0","0","0.00000000","0.00000000","0.00000000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"20585","Tor Mudi Mudi Chal","Har Mana Har","Madhumani","INT441628507","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2","0","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"20618","Tomay Notun Kore Pabo Bole","Tomay Notun Kore Pabo Bole","Somali Mukherjee","INT442200034","1.96626E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"20794","Phire Ja Re Mon Ja","Jani Dekha Howbe","Indradeep Dasgupta","INT441631305","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","51","17","0","68","5.10000000","0.76500000","4.33500000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"20801","Ami Jare","Ke Bole Manush More","Basanti Das Baul  Gokul Das Baul","INT441606801","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","13","0","0","13","0.97500000","0.14625000","0.82875000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"21089","Neelo Anjana Ghana","Praner Khushir Tufan","Sudip Dutta","INT441641907","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2","0","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"21192","Madhur Hari Naam","Ke Ke Nibi Ay Na Tora","Ashim Bagchi","INT441606904","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","4","0","0","4","0.30000000","0.04500000","0.25500000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"21556","Ekhon Amar Samay Holo","Andhar Elo Boley","Aditi Gupta","INT441607508","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"21851","Bhebe Chilam Apon Jare","Bhagyeete Jar Dukha Lekha","Parikshit Bala","INT441613806","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2","0","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"22510","Kon Rupnagarey","Surojit O Bondhura","Surojit","INT441650306","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","20","1","0","21","1.57500000","0.23625000","1.33875000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"22695","Aai Ghum Jaai Ghum","Namte Namte","Sidhu","INT441638501","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","9","0","0","9","0.67500000","0.10125000","0.57375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"22728","Tor Kulete Ghar Baindhachi","Bhagyeete Jar Dukha Lekha","Parikshit Bala","INT441613810","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"23042","Bishom Rager Koron Kora","Baul Fakir Utsav","Tuntun Fakir","INT441616706","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","3","0","0","3","0.22500000","0.03375000","0.19125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"23287","Uda Jaaye Male","Paanch Adhyay","Pratim D. Gupta","INT441640706","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","10","3","0","13","0.97500000","0.14625000","0.82875000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"23931","Jonmodin","Kobita Scope","Sutapa Bandyopadhyay","INT441609705","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","49","3","0","52","3.90000000","0.58500000","3.31500000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"24079","Sobuj Sobuj","Money Money Bhalobasa","Babul Bose","INT441637307","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2","0","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"24152","Bandhur Khabor","Bhebe Chhilam Aapan Jare","Shampa Chakraborty","INT441617709","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","28","1","0","29","2.17500000","0.32625000","1.84875000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"24524","Aakash Vora","Ravendra Sangeet","Indranil Banerjee","INT441644401","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","6","3","0","9","0.67500000","0.10125000","0.57375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"24535","Bidhir Badhan Katbe Tumi","Jagaron","Sunanda Ghosh","INT441900391","1.94491E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","4","0","0","4","0.30000000","0.04500000","0.25500000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"24560","Arabian Music","Superhit Song Collection Arabic  Vol. 03","Billa Sheikh","INT442200637","1.97188E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"24890","The Village Song","Superhit Song Collection Arabic  Vol. 18","Inam Ali","INT442300237","1.97189E+11","Arabic","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"25200","Antare Je Aachen Gonsai","Bhebe Chhilam Aapan Jare","Sanajit Mondal","INT441617707","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","53","3","0","56","4.20000000","0.63000000","3.57000000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"25286","Dosto Se","Rm 20","Rm 20","INT441644805","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","3","0","0","3","0.22500000","0.03375000","0.19125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"25667","Kolkata Male Vocals","Dramadol","Soumitra Kundu","INT441623803","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"25686","Amar Niswase Anukul","Pranaam Tomay","Sumitra Shome","INT441605901","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","115","0","0","115","8.62500000","1.29375000","7.33125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"25706","Adhare Ghera","Asish Barisan","Rakhi Mukharjee","INT441667801","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","11","0","0","11","0.82500000","0.12375000","0.70125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
